institution,employment_type,base_cibil_score,cibil_score_used,cibil_band_shown,current_rate,better_lender_1,better_rate_1,better_lender_2,better_rate_2,better_lender_3,better_rate_3
RBL Bank,Self-employed,825,815,CIBIL 800+,8.40%,Central Bank of India,7.15%,HDFC Bank,7.35%,Axis Bank,7.50%
RBL Bank,Salaried,790,790,CIBIL 750–799,8.30%,Central Bank of India,7.20%,HDFC Bank,7.25%,Axis Bank,7.40%
RBL Bank,Self-employed,790,790,CIBIL 750–799,8.45%,Central Bank of India,7.25%,HDFC Bank,7.40%,Axis Bank,7.55%
RBL Bank,Salaried,850,850,CIBIL 800+,8.20%,Bank of India,7.10%,HDFC Bank,7.15%,Axis Bank,7.30%
RBL Bank,Self-employed,850,850,CIBIL 800+,8.35%,Bank of India,7.10%,HDFC Bank,7.30%,Axis Bank,7.45%
AU Small Finance Bank,Salaried,600,600,CIBIL 600–649,9.85%,HDFC Bank,8.75%,Ujjivan SFB,10.35%,Equitas SFB,10.60%
AU Small Finance Bank,Self-employed,600,600,CIBIL 600–649,10.10%,HDFC Bank,8.90%,Ujjivan SFB,10.60%,Equitas SFB,10.85%
AU Small Finance Bank,Salaried,625,612,CIBIL 600–649,9.75%,HDFC Bank,8.65%,Ujjivan SFB,10.25%,Equitas SFB,10.50%
AU Small Finance Bank,Self-employed,625,612,CIBIL 600–649,10.00%,HDFC Bank,8.80%,Ujjivan SFB,10.50%,Equitas SFB,10.75%
AU Small Finance Bank,Salaried,675,676,CIBIL below 700,9.35%,HDFC Bank,8.25%,Ujjivan SFB,9.85%,Equitas SFB,10.10%
AU Small Finance Bank,Self-employed,675,676,CIBIL below 700,9.60%,HDFC Bank,8.40%,Ujjivan SFB,10.10%,Equitas SFB,10.35%
AU Small Finance Bank,Salaried,725,712,CIBIL 700–749,9.05%,HDFC Bank,7.95%,Ujjivan SFB,9.55%,Equitas SFB,9.80%
AU Small Finance Bank,Self-employed,725,712,CIBIL 700–749,9.30%,HDFC Bank,8.10%,Ujjivan SFB,9.80%,Equitas SFB,10.05%
AU Small Finance Bank,Salaried,775,772,CIBIL 750–799,8.40%,HDFC Bank,7.30%,Ujjivan SFB,8.90%,Equitas SFB,9.15%
AU Small Finance Bank,Self-employed,775,772,CIBIL 750–799,8.65%,HDFC Bank,7.45%,Ujjivan SFB,9.15%,Equitas SFB,9.40%
AU Small Finance Bank,Salaried,825,815,CIBIL 800+,8.30%,HDFC Bank,7.20%,Ujjivan SFB,8.80%,Equitas SFB,9.05%
AU Small Finance Bank,Self-employed,825,815,CIBIL 800+,8.55%,HDFC Bank,7.35%,Ujjivan SFB,9.05%,Equitas SFB,9.30%
AU Small Finance Bank,Salaried,790,790,CIBIL 750–799,8.35%,HDFC Bank,7.25%,Ujjivan SFB,8.85%,Equitas SFB,9.10%
AU Small Finance Bank,Self-employed,790,790,CIBIL 750–799,8.60%,HDFC Bank,7.40%,Ujjivan SFB,9.10%,Equitas SFB,9.35%
AU Small Finance Bank,Salaried,850,850,CIBIL 800+,8.25%,HDFC Bank,7.15%,Ujjivan SFB,8.75%,Equitas SFB,9.00%
AU Small Finance Bank,Self-employed,850,850,CIBIL 800+,8.50%,HDFC Bank,7.30%,Ujjivan SFB,9.00%,Equitas SFB,9.25%
Ujjivan SFB,Salaried,600,600,CIBIL 600–649,10.35%,HDFC Bank,8.75%,AU Small Finance Bank,9.85%,Equitas SFB,10.60%
Ujjivan SFB,Self-employed,600,600,CIBIL 600–649,10.60%,HDFC Bank,8.90%,AU Small Finance Bank,10.10%,Equitas SFB,10.85%
Ujjivan SFB,Salaried,625,612,CIBIL 600–649,10.25%,HDFC Bank,8.65%,AU Small Finance Bank,9.75%,Equitas SFB,10.50%
Ujjivan SFB,Self-employed,625,612,CIBIL 600–649,10.50%,HDFC Bank,8.80%,AU Small Finance Bank,10.00%,Equitas SFB,10.75%
Ujjivan SFB,Salaried,675,676,CIBIL below 700,9.85%,HDFC Bank,8.25%,AU Small Finance Bank,9.35%,Equitas SFB,10.10%
Ujjivan SFB,Self-employed,675,676,CIBIL below 700,10.10%,HDFC Bank,8.40%,AU Small Finance Bank,9.60%,Equitas SFB,10.35%
Ujjivan SFB,Salaried,725,712,CIBIL 700–749,9.55%,HDFC Bank,7.95%,AU Small Finance Bank,9.05%,Equitas SFB,9.80%
Ujjivan SFB,Self-employed,725,712,CIBIL 700–749,9.80%,HDFC Bank,8.10%,AU Small Finance Bank,9.30%,Equitas SFB,10.05%
Ujjivan SFB,Salaried,775,772,CIBIL 750–799,8.90%,HDFC Bank,7.30%,AU Small Finance Bank,8.40%,Equitas SFB,9.15%
Ujjivan SFB,Self-employed,775,772,CIBIL 750–799,9.15%,HDFC Bank,7.45%,AU Small Finance Bank,8.65%,Equitas SFB,9.40%
Ujjivan SFB,Salaried,825,815,CIBIL 800+,8.80%,HDFC Bank,7.20%,AU Small Finance Bank,8.30%,Equitas SFB,9.05%
Ujjivan SFB,Self-employed,825,815,CIBIL 800+,9.05%,HDFC Bank,7.35%,AU Small Finance Bank,8.55%,Equitas SFB,9.30%
Ujjivan SFB,Salaried,790,790,CIBIL 750–799,8.85%,HDFC Bank,7.25%,AU Small Finance Bank,8.35%,Equitas SFB,9.10%
Ujjivan SFB,Self-employed,790,790,CIBIL 750–799,9.10%,HDFC Bank,7.40%,AU Small Finance Bank,8.60%,Equitas SFB,9.35%
Ujjivan SFB,Salaried,850,850,CIBIL 800+,8.75%,HDFC Bank,7.15%,AU Small Finance Bank,8.25%,Equitas SFB,9.00%
Ujjivan SFB,Self-employed,850,850,CIBIL 800+,9.00%,HDFC Bank,7.30%,AU Small Finance Bank,8.50%,Equitas SFB,9.25%
Jana SFB,Salaried,600,600,CIBIL 600–649,10.60%,HDFC Bank,8.75%,AU Small Finance Bank,9.85%,Ujjivan SFB,10.35%
Jana SFB,Self-employed,600,600,CIBIL 600–649,10.85%,HDFC Bank,8.90%,AU Small Finance Bank,10.10%,Ujjivan SFB,10.60%
Jana SFB,Salaried,625,612,CIBIL 600–649,10.50%,HDFC Bank,8.65%,AU Small Finance Bank,9.75%,Ujjivan SFB,10.25%
Jana SFB,Self-employed,625,612,CIBIL 600–649,10.75%,HDFC Bank,8.80%,AU Small Finance Bank,10.00%,Ujjivan SFB,10.50%
Jana SFB,Salaried,675,676,CIBIL below 700,10.10%,HDFC Bank,8.25%,AU Small Finance Bank,9.35%,Ujjivan SFB,9.85%
Jana SFB,Self-employed,675,676,CIBIL below 700,10.35%,HDFC Bank,8.40%,AU Small Finance Bank,9.60%,Ujjivan SFB,10.10%
Jana SFB,Salaried,725,712,CIBIL 700–749,9.80%,HDFC Bank,7.95%,AU Small Finance Bank,9.05%,Ujjivan SFB,9.55%
Jana SFB,Self-employed,725,712,CIBIL 700–749,10.05%,HDFC Bank,8.10%,AU Small Finance Bank,9.30%,Ujjivan SFB,9.80%
Jana SFB,Salaried,775,772,CIBIL 750–799,9.15%,HDFC Bank,7.30%,AU Small Finance Bank,8.40%,Ujjivan SFB,8.90%
Jana SFB,Self-employed,775,772,CIBIL 750–799,9.40%,HDFC Bank,7.45%,AU Small Finance Bank,8.65%,Ujjivan SFB,9.15%
Jana SFB,Salaried,825,815,CIBIL 800+,9.05%,HDFC Bank,7.20%,AU Small Finance Bank,8.30%,Ujjivan SFB,8.80%
Jana SFB,Self-employed,825,815,CIBIL 800+,9.30%,HDFC Bank,7.35%,AU Small Finance Bank,8.55%,Ujjivan SFB,9.05%
Jana SFB,Salaried,790,790,CIBIL 750–799,9.10%,HDFC Bank,7.25%,AU Small Finance Bank,8.35%,Ujjivan SFB,8.85%
Jana SFB,Self-employed,790,790,CIBIL 750–799,9.35%,HDFC Bank,7.40%,AU Small Finance Bank,8.60%,Ujjivan SFB,9.10%
Jana SFB,Salaried,850,850,CIBIL 800+,9.00%,HDFC Bank,7.15%,AU Small Finance Bank,8.25%,Ujjivan SFB,8.75%
Jana SFB,Self-employed,850,850,CIBIL 800+,9.25%,HDFC Bank,7.30%,AU Small Finance Bank,8.50%,Ujjivan SFB,9.00%
Equitas SFB,Salaried,600,600,CIBIL 600–649,10.60%,HDFC Bank,8.75%,AU Small Finance Bank,9.85%,Ujjivan SFB,10.35%
Equitas SFB,Self-employed,600,600,CIBIL 600–649,10.85%,HDFC Bank,8.90%,AU Small Finance Bank,10.10%,Ujjivan SFB,10.60%
Equitas SFB,Salaried,625,612,CIBIL 600–649,10.50%,HDFC Bank,8.65%,AU Small Finance Bank,9.75%,Ujjivan SFB,10.25%
Equitas SFB,Self-employed,625,612,CIBIL 600–649,10.75%,HDFC Bank,8.80%,AU Small Finance Bank,10.00%,Ujjivan SFB,10.50%
Equitas SFB,Salaried,675,676,CIBIL below 700,10.10%,HDFC Bank,8.25%,AU Small Finance Bank,9.35%,Ujjivan SFB,9.85%
Equitas SFB,Self-employed,675,676,CIBIL below 700,10.35%,HDFC Bank,8.40%,AU Small Finance Bank,9.60%,Ujjivan SFB,10.10%
Equitas SFB,Salaried,725,712,CIBIL 700–749,9.80%,HDFC Bank,7.95%,AU Small Finance Bank,9.05%,Ujjivan SFB,9.55%
Equitas SFB,Self-employed,725,712,CIBIL 700–749,10.05%,HDFC Bank,8.10%,AU Small Finance Bank,9.30%,Ujjivan SFB,9.80%
Equitas SFB,Salaried,775,772,CIBIL 750–799,9.15%,HDFC Bank,7.30%,AU Small Finance Bank,8.40%,Ujjivan SFB,8.90%
Equitas SFB,Self-employed,775,772,CIBIL 750–799,9.40%,HDFC Bank,7.45%,AU Small Finance Bank,8.65%,Ujjivan SFB,9.15%
Equitas SFB,Salaried,825,815,CIBIL 800+,9.05%,HDFC Bank,7.20%,AU Small Finance Bank,8.30%,Ujjivan SFB,8.80%
Equitas SFB,Self-employed,825,815,CIBIL 800+,9.30%,HDFC Bank,7.35%,AU Small Finance Bank,8.55%,Ujjivan SFB,9.05%
Equitas SFB,Salaried,790,790,CIBIL 750–799,9.10%,HDFC Bank,7.25%,AU Small Finance Bank,8.35%,Ujjivan SFB,8.85%
Equitas SFB,Self-employed,790,790,CIBIL 750–799,9.35%,HDFC Bank,7.40%,AU Small Finance Bank,8.60%,Ujjivan SFB,9.10%
Equitas SFB,Salaried,850,850,CIBIL 800+,9.00%,HDFC Bank,7.15%,AU Small Finance Bank,8.25%,Ujjivan SFB,8.75%
Equitas SFB,Self-employed,850,850,CIBIL 800+,9.25%,HDFC Bank,7.30%,AU Small Finance Bank,8.50%,Ujjivan SFB,9.00%
Bajaj Housing Finance,Salaried,600,600,CIBIL 600–649,10.00%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Tata Capital,10.00%
Bajaj Housing Finance,Self-employed,600,600,CIBIL 600–649,11.00%,HDFC Bank,8.90%,Tata Capital,10.00%,LIC Housing Finance,11.00%
Bajaj Housing Finance,Salaried,625,612,CIBIL 600–649,9.85%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Tata Capital,9.85%
Bajaj Housing Finance,Self-employed,625,612,CIBIL 600–649,10.80%,HDFC Bank,8.80%,Tata Capital,9.85%,LIC Housing Finance,10.80%
Bajaj Housing Finance,Salaried,675,676,CIBIL below 700,9.15%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Tata Capital,9.20%
Bajaj Housing Finance,Self-employed,675,676,CIBIL below 700,9.85%,HDFC Bank,8.40%,Tata Capital,9.30%,LIC Housing Finance,9.90%
Bajaj Housing Finance,Salaried,725,712,CIBIL 700–749,8.70%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Tata Capital,8.80%
Bajaj Housing Finance,Self-employed,725,712,CIBIL 700–749,9.25%,HDFC Bank,8.10%,Tata Capital,8.90%,LIC Housing Finance,9.30%
Bajaj Housing Finance,Salaried,775,772,CIBIL 750–799,7.55%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Tata Capital,7.80%
Bajaj Housing Finance,Self-employed,775,772,CIBIL 750–799,7.80%,HDFC Bank,7.45%,LIC Housing Finance,7.90%,Tata Capital,7.95%
Bajaj Housing Finance,Salaried,825,815,CIBIL 800+,7.30%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Tata Capital,7.55%
Bajaj Housing Finance,Self-employed,825,815,CIBIL 800+,7.45%,HDFC Bank,7.35%,LIC Housing Finance,7.60%,Tata Capital,7.75%
Bajaj Housing Finance,Salaried,790,790,CIBIL 750–799,7.40%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Tata Capital,7.65%
Bajaj Housing Finance,Self-employed,790,790,CIBIL 750–799,7.60%,HDFC Bank,7.40%,LIC Housing Finance,7.70%,Tata Capital,7.85%
Bajaj Housing Finance,Salaried,850,850,CIBIL 800+,7.25%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Tata Capital,7.50%
Bajaj Housing Finance,Self-employed,850,850,CIBIL 800+,7.35%,HDFC Bank,7.30%,LIC Housing Finance,7.50%,Tata Capital,7.70%
Tata Capital,Salaried,600,600,CIBIL 600–649,10.00%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
Tata Capital,Self-employed,600,600,CIBIL 600–649,10.00%,HDFC Bank,8.90%,Bajaj Housing Finance,11.00%,LIC Housing Finance,11.00%
Tata Capital,Salaried,625,612,CIBIL 600–649,9.85%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
Tata Capital,Self-employed,625,612,CIBIL 600–649,9.85%,HDFC Bank,8.80%,Bajaj Housing Finance,10.80%,LIC Housing Finance,10.80%
Tata Capital,Salaried,675,676,CIBIL below 700,9.20%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
Tata Capital,Self-employed,675,676,CIBIL below 700,9.30%,HDFC Bank,8.40%,Bajaj Housing Finance,9.85%,LIC Housing Finance,9.90%
Tata Capital,Salaried,725,712,CIBIL 700–749,8.80%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
Tata Capital,Self-employed,725,712,CIBIL 700–749,8.90%,HDFC Bank,8.10%,Bajaj Housing Finance,9.25%,LIC Housing Finance,9.30%
Tata Capital,Salaried,775,772,CIBIL 750–799,7.80%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
Tata Capital,Self-employed,775,772,CIBIL 750–799,7.95%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
Tata Capital,Salaried,825,815,CIBIL 800+,7.55%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
Tata Capital,Self-employed,825,815,CIBIL 800+,7.75%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
Tata Capital,Salaried,790,790,CIBIL 750–799,7.65%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
Tata Capital,Self-employed,790,790,CIBIL 750–799,7.85%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
Tata Capital,Salaried,850,850,CIBIL 800+,7.50%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
Tata Capital,Self-employed,850,850,CIBIL 800+,7.70%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
LIC Housing Finance,Salaried,600,600,CIBIL 600–649,9.50%,HDFC Bank,8.75%,Bajaj Housing Finance,10.00%,Tata Capital,10.00%
LIC Housing Finance,Self-employed,600,600,CIBIL 600–649,11.00%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
LIC Housing Finance,Salaried,625,612,CIBIL 600–649,9.35%,HDFC Bank,8.65%,Bajaj Housing Finance,9.85%,Tata Capital,9.85%
LIC Housing Finance,Self-employed,625,612,CIBIL 600–649,10.80%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
LIC Housing Finance,Salaried,675,676,CIBIL below 700,8.75%,HDFC Bank,8.25%,Bajaj Housing Finance,9.15%,Tata Capital,9.20%
LIC Housing Finance,Self-employed,675,676,CIBIL below 700,9.90%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
LIC Housing Finance,Salaried,725,712,CIBIL 700–749,8.35%,HDFC Bank,7.95%,Bajaj Housing Finance,8.70%,Tata Capital,8.80%
LIC Housing Finance,Self-employed,725,712,CIBIL 700–749,9.30%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
LIC Housing Finance,Salaried,775,772,CIBIL 750–799,7.40%,HDFC Bank,7.30%,Bajaj Housing Finance,7.55%,Tata Capital,7.80%
LIC Housing Finance,Self-employed,775,772,CIBIL 750–799,7.90%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,Tata Capital,7.95%
LIC Housing Finance,Salaried,825,815,CIBIL 800+,7.20%,HDFC Bank,7.20%,Bajaj Housing Finance,7.30%,Tata Capital,7.55%
LIC Housing Finance,Self-employed,825,815,CIBIL 800+,7.60%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,Tata Capital,7.75%
LIC Housing Finance,Salaried,790,790,CIBIL 750–799,7.30%,HDFC Bank,7.25%,Bajaj Housing Finance,7.40%,Tata Capital,7.65%
LIC Housing Finance,Self-employed,790,790,CIBIL 750–799,7.70%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,Tata Capital,7.85%
LIC Housing Finance,Salaried,850,850,CIBIL 800+,7.15%,HDFC Bank,7.15%,Bajaj Housing Finance,7.25%,Tata Capital,7.50%
LIC Housing Finance,Self-employed,850,850,CIBIL 800+,7.50%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,Tata Capital,7.70%
PNB Housing Finance,Salaried,600,600,CIBIL 600–649,10.50%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
PNB Housing Finance,Self-employed,600,600,CIBIL 600–649,12.00%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
PNB Housing Finance,Salaried,625,612,CIBIL 600–649,10.35%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
PNB Housing Finance,Self-employed,625,612,CIBIL 600–649,11.80%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
PNB Housing Finance,Salaried,675,676,CIBIL below 700,9.70%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
PNB Housing Finance,Self-employed,675,676,CIBIL below 700,10.75%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
PNB Housing Finance,Salaried,725,712,CIBIL 700–749,9.25%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
PNB Housing Finance,Self-employed,725,712,CIBIL 700–749,10.05%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
PNB Housing Finance,Salaried,775,772,CIBIL 750–799,8.20%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
PNB Housing Finance,Self-employed,775,772,CIBIL 750–799,8.40%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
PNB Housing Finance,Salaried,825,815,CIBIL 800+,7.95%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
PNB Housing Finance,Self-employed,825,815,CIBIL 800+,8.00%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
PNB Housing Finance,Salaried,790,790,CIBIL 750–799,8.05%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
PNB Housing Finance,Self-employed,790,790,CIBIL 750–799,8.15%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
PNB Housing Finance,Salaried,850,850,CIBIL 800+,7.90%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
PNB Housing Finance,Self-employed,850,850,CIBIL 800+,7.90%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
Sammaan Capital (Indiabulls),Salaried,600,600,CIBIL 600–649,12.00%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
Sammaan Capital (Indiabulls),Self-employed,600,600,CIBIL 600–649,12.50%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
Sammaan Capital (Indiabulls),Salaried,625,612,CIBIL 600–649,11.80%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
Sammaan Capital (Indiabulls),Self-employed,625,612,CIBIL 600–649,12.30%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
Sammaan Capital (Indiabulls),Salaried,675,676,CIBIL below 700,11.00%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
Sammaan Capital (Indiabulls),Self-employed,675,676,CIBIL below 700,11.40%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
Sammaan Capital (Indiabulls),Salaried,725,712,CIBIL 700–749,10.45%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
Sammaan Capital (Indiabulls),Self-employed,725,712,CIBIL 700–749,10.80%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
Sammaan Capital (Indiabulls),Salaried,775,772,CIBIL 750–799,9.15%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
Sammaan Capital (Indiabulls),Self-employed,775,772,CIBIL 750–799,9.40%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
Sammaan Capital (Indiabulls),Salaried,825,815,CIBIL 800+,8.85%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
Sammaan Capital (Indiabulls),Self-employed,825,815,CIBIL 800+,9.10%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
Sammaan Capital (Indiabulls),Salaried,790,790,CIBIL 750–799,8.95%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
Sammaan Capital (Indiabulls),Self-employed,790,790,CIBIL 750–799,9.20%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
Sammaan Capital (Indiabulls),Salaried,850,850,CIBIL 800+,8.75%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
Sammaan Capital (Indiabulls),Self-employed,850,850,CIBIL 800+,9.00%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
Muthoot Housing Finance,Salaried,600,600,CIBIL 600–649,14.00%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
Muthoot Housing Finance,Self-employed,600,600,CIBIL 600–649,15.50%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
Muthoot Housing Finance,Salaried,625,612,CIBIL 600–649,13.85%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
Muthoot Housing Finance,Self-employed,625,612,CIBIL 600–649,15.35%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
Muthoot Housing Finance,Salaried,675,676,CIBIL below 700,13.15%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
Muthoot Housing Finance,Self-employed,675,676,CIBIL below 700,14.55%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
Muthoot Housing Finance,Salaried,725,712,CIBIL 700–749,12.70%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
Muthoot Housing Finance,Self-employed,725,712,CIBIL 700–749,14.05%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
Muthoot Housing Finance,Salaried,775,772,CIBIL 750–799,11.55%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
Muthoot Housing Finance,Self-employed,775,772,CIBIL 750–799,12.85%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
Muthoot Housing Finance,Salaried,825,815,CIBIL 800+,11.30%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
Muthoot Housing Finance,Self-employed,825,815,CIBIL 800+,12.60%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
Muthoot Housing Finance,Salaried,790,790,CIBIL 750–799,11.40%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
Muthoot Housing Finance,Self-employed,790,790,CIBIL 750–799,12.70%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
Muthoot Housing Finance,Salaried,850,850,CIBIL 800+,11.25%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
Muthoot Housing Finance,Self-employed,850,850,CIBIL 800+,12.50%,HDFC Bank,7.30%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%
Aavas Financiers,Salaried,600,600,CIBIL 600–649,13.00%,HDFC Bank,8.75%,LIC Housing Finance,9.50%,Bajaj Housing Finance,10.00%
Aavas Financiers,Self-employed,600,600,CIBIL 600–649,13.50%,HDFC Bank,8.90%,Tata Capital,10.00%,Bajaj Housing Finance,11.00%
Aavas Financiers,Salaried,625,612,CIBIL 600–649,12.80%,HDFC Bank,8.65%,LIC Housing Finance,9.35%,Bajaj Housing Finance,9.85%
Aavas Financiers,Self-employed,625,612,CIBIL 600–649,13.30%,HDFC Bank,8.80%,Tata Capital,9.85%,Bajaj Housing Finance,10.80%
Aavas Financiers,Salaried,675,676,CIBIL below 700,11.75%,HDFC Bank,8.25%,LIC Housing Finance,8.75%,Bajaj Housing Finance,9.15%
Aavas Financiers,Self-employed,675,676,CIBIL below 700,12.25%,HDFC Bank,8.40%,Tata Capital,9.30%,Bajaj Housing Finance,9.85%
Aavas Financiers,Salaried,725,712,CIBIL 700–749,11.10%,HDFC Bank,7.95%,LIC Housing Finance,8.35%,Bajaj Housing Finance,8.70%
Aavas Financiers,Self-employed,725,712,CIBIL 700–749,11.60%,HDFC Bank,8.10%,Tata Capital,8.90%,Bajaj Housing Finance,9.25%
Aavas Financiers,Salaried,775,772,CIBIL 750–799,9.45%,HDFC Bank,7.30%,LIC Housing Finance,7.40%,Bajaj Housing Finance,7.55%
Aavas Financiers,Self-employed,775,772,CIBIL 750–799,9.95%,HDFC Bank,7.45%,Bajaj Housing Finance,7.80%,LIC Housing Finance,7.90%
Aavas Financiers,Salaried,825,815,CIBIL 800+,9.10%,HDFC Bank,7.20%,LIC Housing Finance,7.20%,Bajaj Housing Finance,7.30%
Aavas Financiers,Self-employed,825,815,CIBIL 800+,9.60%,HDFC Bank,7.35%,Bajaj Housing Finance,7.45%,LIC Housing Finance,7.60%
Aavas Financiers,Salaried,790,790,CIBIL 750–799,9.25%,HDFC Bank,7.25%,LIC Housing Finance,7.30%,Bajaj Housing Finance,7.40%
Aavas Financiers,Self-employed,790,790,CIBIL 750–799,9.75%,HDFC Bank,7.40%,Bajaj Housing Finance,7.60%,LIC Housing Finance,7.70%
Aavas Financiers,Salaried,850,850,CIBIL 800+,9.00%,HDFC Bank,7.15%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%
