institution,employment_type,base_cibil_score,cibil_score_used,cibil_band_shown,current_rate,better_lender_1,better_rate_1,better_lender_2,better_rate_2,better_lender_3,better_rate_3
Ujjivan SFB,Salaried,675,668,CIBIL below 700,10.20%,HDFC Bank,8.60%,AU Small Finance Bank,9.70%,Equitas SFB,10.45%
Ujjivan SFB,Self-employed,675,668,CIBIL below 700,10.45%,HDFC Bank,8.75%,AU Small Finance Bank,9.95%,Equitas SFB,10.70%
Ujjivan SFB,Salaried,725,723,CIBIL 700–749,9.75%,HDFC Bank,8.15%,AU Small Finance Bank,9.25%,Equitas SFB,10.00%
Ujjivan SFB,Self-employed,725,723,CIBIL 700–749,10.00%,HDFC Bank,8.30%,AU Small Finance Bank,9.50%,Equitas SFB,10.25%
Ujjivan SFB,Salaried,775,764,CIBIL 750–799,9.45%,HDFC Bank,7.85%,AU Small Finance Bank,8.95%,Equitas SFB,9.70%
Ujjivan SFB,Self-employed,775,764,CIBIL 750–799,9.70%,HDFC Bank,8.00%,AU Small Finance Bank,9.20%,Equitas SFB,9.95%
Ujjivan SFB,Salaried,825,832,CIBIL 800+,8.85%,HDFC Bank,7.25%,AU Small Finance Bank,8.35%,Equitas SFB,9.10%
Ujjivan SFB,Self-employed,825,832,CIBIL 800+,9.10%,HDFC Bank,7.40%,AU Small Finance Bank,8.60%,Equitas SFB,9.35%
Ujjivan SFB,Salaried,850,850,CIBIL 800+,8.75%,HDFC Bank,7.15%,AU Small Finance Bank,8.25%,Equitas SFB,9.00%
Ujjivan SFB,Self-employed,850,850,CIBIL 800+,9.00%,HDFC Bank,7.30%,AU Small Finance Bank,8.50%,Equitas SFB,9.25%
Jana SFB,Salaried,600,600,CIBIL 600–649,11.35%,HDFC Bank,9.25%,AU Small Finance Bank,10.60%,Ujjivan SFB,11.10%
Jana SFB,Self-employed,600,600,CIBIL 600–649,11.60%,HDFC Bank,9.40%,AU Small Finance Bank,10.85%,Ujjivan SFB,11.35%
Jana SFB,Salaried,625,610,CIBIL 600–649,11.35%,HDFC Bank,9.25%,AU Small Finance Bank,10.60%,Ujjivan SFB,11.10%
Jana SFB,Self-employed,625,610,CIBIL 600–649,11.60%,HDFC Bank,9.40%,AU Small Finance Bank,10.85%,Ujjivan SFB,11.35%
Jana SFB,Salaried,675,668,CIBIL below 700,10.45%,HDFC Bank,8.60%,AU Small Finance Bank,9.70%,Ujjivan SFB,10.20%
Jana SFB,Self-employed,675,668,CIBIL below 700,10.70%,HDFC Bank,8.75%,AU Small Finance Bank,9.95%,Ujjivan SFB,10.45%
Jana SFB,Salaried,725,723,CIBIL 700–749,10.00%,HDFC Bank,8.15%,AU Small Finance Bank,9.25%,Ujjivan SFB,9.75%
Jana SFB,Self-employed,725,723,CIBIL 700–749,10.25%,HDFC Bank,8.30%,AU Small Finance Bank,9.50%,Ujjivan SFB,10.00%
Jana SFB,Salaried,775,764,CIBIL 750–799,9.70%,HDFC Bank,7.85%,AU Small Finance Bank,8.95%,Ujjivan SFB,9.45%
Jana SFB,Self-employed,775,764,CIBIL 750–799,9.95%,HDFC Bank,8.00%,AU Small Finance Bank,9.20%,Ujjivan SFB,9.70%
Jana SFB,Salaried,825,832,CIBIL 800+,9.10%,HDFC Bank,7.25%,AU Small Finance Bank,8.35%,Ujjivan SFB,8.85%
Jana SFB,Self-employed,825,832,CIBIL 800+,9.35%,HDFC Bank,7.40%,AU Small Finance Bank,8.60%,Ujjivan SFB,9.10%
Jana SFB,Salaried,850,850,CIBIL 800+,9.00%,HDFC Bank,7.15%,AU Small Finance Bank,8.25%,Ujjivan SFB,8.75%
Jana SFB,Self-employed,850,850,CIBIL 800+,9.25%,HDFC Bank,7.30%,AU Small Finance Bank,8.50%,Ujjivan SFB,9.00%
Equitas SFB,Salaried,600,600,CIBIL 600–649,11.35%,HDFC Bank,9.25%,AU Small Finance Bank,10.60%,Ujjivan SFB,11.10%
Equitas SFB,Self-employed,600,600,CIBIL 600–649,11.60%,HDFC Bank,9.40%,AU Small Finance Bank,10.85%,Ujjivan SFB,11.35%
Equitas SFB,Salaried,625,610,CIBIL 600–649,11.35%,HDFC Bank,9.25%,AU Small Finance Bank,10.60%,Ujjivan SFB,11.10%
Equitas SFB,Self-employed,625,610,CIBIL 600–649,11.60%,HDFC Bank,9.40%,AU Small Finance Bank,10.85%,Ujjivan SFB,11.35%
Equitas SFB,Salaried,675,668,CIBIL below 700,10.45%,HDFC Bank,8.60%,AU Small Finance Bank,9.70%,Ujjivan SFB,10.20%
Equitas SFB,Self-employed,675,668,CIBIL below 700,10.70%,HDFC Bank,8.75%,AU Small Finance Bank,9.95%,Ujjivan SFB,10.45%
Equitas SFB,Salaried,725,723,CIBIL 700–749,10.00%,HDFC Bank,8.15%,AU Small Finance Bank,9.25%,Ujjivan SFB,9.75%
Equitas SFB,Self-employed,725,723,CIBIL 700–749,10.25%,HDFC Bank,8.30%,AU Small Finance Bank,9.50%,Ujjivan SFB,10.00%
Equitas SFB,Salaried,775,764,CIBIL 750–799,9.70%,HDFC Bank,7.85%,AU Small Finance Bank,8.95%,Ujjivan SFB,9.45%
Equitas SFB,Self-employed,775,764,CIBIL 750–799,9.95%,HDFC Bank,8.00%,AU Small Finance Bank,9.20%,Ujjivan SFB,9.70%
Equitas SFB,Salaried,825,832,CIBIL 800+,9.10%,HDFC Bank,7.25%,AU Small Finance Bank,8.35%,Ujjivan SFB,8.85%
Equitas SFB,Self-employed,825,832,CIBIL 800+,9.35%,HDFC Bank,7.40%,AU Small Finance Bank,8.60%,Ujjivan SFB,9.10%
Equitas SFB,Salaried,850,850,CIBIL 800+,9.00%,HDFC Bank,7.15%,AU Small Finance Bank,8.25%,Ujjivan SFB,8.75%
Equitas SFB,Self-employed,850,850,CIBIL 800+,9.25%,HDFC Bank,7.30%,AU Small Finance Bank,8.50%,Ujjivan SFB,9.00%
Bajaj Housing Finance,Salaried,600,600,CIBIL 600–649,11.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Tata Capital,11.00%
Bajaj Housing Finance,Self-employed,600,600,CIBIL 600–649,12.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,LIC Housing Finance,12.00%
Bajaj Housing Finance,Salaried,625,610,CIBIL 600–649,11.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Tata Capital,11.00%
Bajaj Housing Finance,Self-employed,625,610,CIBIL 600–649,12.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,LIC Housing Finance,12.00%
Bajaj Housing Finance,Salaried,675,668,CIBIL below 700,9.55%,LIC Housing Finance,9.15%,Tata Capital,9.65%,AU Small Finance Bank,9.70%
Bajaj Housing Finance,Self-employed,675,668,CIBIL below 700,10.30%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
Bajaj Housing Finance,Salaried,725,723,CIBIL 700–749,8.45%,LIC Housing Finance,8.25%,Tata Capital,8.75%,AU Small Finance Bank,9.25%
Bajaj Housing Finance,Self-employed,725,723,CIBIL 700–749,8.65%,LIC Housing Finance,8.65%,Tata Capital,9.00%,AU Small Finance Bank,9.50%
Bajaj Housing Finance,Salaried,775,764,CIBIL 750–799,7.95%,LIC Housing Finance,7.85%,Tata Capital,8.35%,AU Small Finance Bank,8.95%
Bajaj Housing Finance,Self-employed,775,764,CIBIL 750–799,8.15%,LIC Housing Finance,8.25%,Tata Capital,8.60%,AU Small Finance Bank,9.20%
Bajaj Housing Finance,Salaried,825,832,CIBIL 800+,7.35%,LIC Housing Finance,7.25%,Tata Capital,7.65%,AU Small Finance Bank,8.35%
Bajaj Housing Finance,Self-employed,825,832,CIBIL 800+,7.50%,LIC Housing Finance,7.60%,Tata Capital,7.85%,AU Small Finance Bank,8.60%
Bajaj Housing Finance,Salaried,850,850,CIBIL 800+,7.25%,LIC Housing Finance,7.15%,Tata Capital,7.50%,AU Small Finance Bank,8.25%
Bajaj Housing Finance,Self-employed,850,850,CIBIL 800+,7.35%,LIC Housing Finance,7.50%,Tata Capital,7.70%,AU Small Finance Bank,8.50%
Tata Capital,Salaried,600,600,CIBIL 600–649,11.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Tata Capital,Self-employed,600,600,CIBIL 600–649,11.00%,AU Small Finance Bank,10.85%,Bajaj Housing Finance,12.00%,LIC Housing Finance,12.00%
Tata Capital,Salaried,625,610,CIBIL 600–649,11.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Tata Capital,Self-employed,625,610,CIBIL 600–649,11.00%,AU Small Finance Bank,10.85%,Bajaj Housing Finance,12.00%,LIC Housing Finance,12.00%
Tata Capital,Salaried,675,668,CIBIL below 700,9.65%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
Tata Capital,Self-employed,675,668,CIBIL below 700,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%,Bajaj Housing Finance,10.30%
Tata Capital,Salaried,725,723,CIBIL 700–749,8.75%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
Tata Capital,Self-employed,725,723,CIBIL 700–749,9.00%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
Tata Capital,Salaried,775,764,CIBIL 750–799,8.35%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
Tata Capital,Self-employed,775,764,CIBIL 750–799,8.60%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
Tata Capital,Salaried,825,832,CIBIL 800+,7.65%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
Tata Capital,Self-employed,825,832,CIBIL 800+,7.85%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
Tata Capital,Salaried,850,850,CIBIL 800+,7.50%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
Tata Capital,Self-employed,850,850,CIBIL 800+,7.70%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
LIC Housing Finance,Salaried,600,600,CIBIL 600–649,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%,Tata Capital,11.00%
LIC Housing Finance,Self-employed,600,600,CIBIL 600–649,12.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
LIC Housing Finance,Salaried,625,610,CIBIL 600–649,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%,Tata Capital,11.00%
LIC Housing Finance,Self-employed,625,610,CIBIL 600–649,12.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
LIC Housing Finance,Salaried,675,668,CIBIL below 700,9.15%,Bajaj Housing Finance,9.55%,Tata Capital,9.65%,AU Small Finance Bank,9.70%
LIC Housing Finance,Self-employed,675,668,CIBIL below 700,10.25%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,Bajaj Housing Finance,10.30%
LIC Housing Finance,Salaried,725,723,CIBIL 700–749,8.25%,Bajaj Housing Finance,8.45%,Tata Capital,8.75%,AU Small Finance Bank,9.25%
LIC Housing Finance,Self-employed,725,723,CIBIL 700–749,8.65%,Bajaj Housing Finance,8.65%,Tata Capital,9.00%,AU Small Finance Bank,9.50%
LIC Housing Finance,Salaried,775,764,CIBIL 750–799,7.85%,Bajaj Housing Finance,7.95%,Tata Capital,8.35%,AU Small Finance Bank,8.95%
LIC Housing Finance,Self-employed,775,764,CIBIL 750–799,8.25%,Bajaj Housing Finance,8.15%,Tata Capital,8.60%,AU Small Finance Bank,9.20%
LIC Housing Finance,Salaried,825,832,CIBIL 800+,7.25%,Bajaj Housing Finance,7.35%,Tata Capital,7.65%,AU Small Finance Bank,8.35%
LIC Housing Finance,Self-employed,825,832,CIBIL 800+,7.60%,Bajaj Housing Finance,7.50%,Tata Capital,7.85%,AU Small Finance Bank,8.60%
LIC Housing Finance,Salaried,850,850,CIBIL 800+,7.15%,Bajaj Housing Finance,7.25%,Tata Capital,7.50%,AU Small Finance Bank,8.25%
LIC Housing Finance,Self-employed,850,850,CIBIL 800+,7.50%,Bajaj Housing Finance,7.35%,Tata Capital,7.70%,AU Small Finance Bank,8.50%
PNB Housing Finance,Salaried,600,600,CIBIL 600–649,11.50%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
PNB Housing Finance,Self-employed,600,600,CIBIL 600–649,13.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
PNB Housing Finance,Salaried,625,610,CIBIL 600–649,11.50%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
PNB Housing Finance,Self-employed,625,610,CIBIL 600–649,13.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
PNB Housing Finance,Salaried,675,668,CIBIL below 700,10.05%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
PNB Housing Finance,Self-employed,675,668,CIBIL below 700,11.05%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
PNB Housing Finance,Salaried,725,723,CIBIL 700–749,9.00%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
PNB Housing Finance,Self-employed,725,723,CIBIL 700–749,9.15%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
PNB Housing Finance,Salaried,775,764,CIBIL 750–799,8.60%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
PNB Housing Finance,Self-employed,775,764,CIBIL 750–799,8.70%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
PNB Housing Finance,Salaried,825,832,CIBIL 800+,8.00%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
PNB Housing Finance,Self-employed,825,832,CIBIL 800+,8.05%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
PNB Housing Finance,Salaried,850,850,CIBIL 800+,7.90%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
PNB Housing Finance,Self-employed,850,850,CIBIL 800+,7.90%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
Sammaan Capital (Indiabulls),Salaried,600,600,CIBIL 600–649,13.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Sammaan Capital (Indiabulls),Self-employed,600,600,CIBIL 600–649,13.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Sammaan Capital (Indiabulls),Salaried,625,610,CIBIL 600–649,13.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Sammaan Capital (Indiabulls),Self-employed,625,610,CIBIL 600–649,13.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Sammaan Capital (Indiabulls),Salaried,675,668,CIBIL below 700,11.45%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
Sammaan Capital (Indiabulls),Self-employed,675,668,CIBIL below 700,11.85%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
Sammaan Capital (Indiabulls),Salaried,725,723,CIBIL 700–749,10.15%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
Sammaan Capital (Indiabulls),Self-employed,725,723,CIBIL 700–749,10.40%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
Sammaan Capital (Indiabulls),Salaried,775,764,CIBIL 750–799,9.60%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
Sammaan Capital (Indiabulls),Self-employed,775,764,CIBIL 750–799,9.85%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
Sammaan Capital (Indiabulls),Salaried,825,832,CIBIL 800+,8.90%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
Sammaan Capital (Indiabulls),Self-employed,825,832,CIBIL 800+,9.15%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
Sammaan Capital (Indiabulls),Salaried,850,850,CIBIL 800+,8.75%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
Sammaan Capital (Indiabulls),Self-employed,850,850,CIBIL 800+,9.00%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
Muthoot Housing Finance,Salaried,600,600,CIBIL 600–649,15.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Muthoot Housing Finance,Self-employed,600,600,CIBIL 600–649,16.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Muthoot Housing Finance,Salaried,625,610,CIBIL 600–649,15.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Muthoot Housing Finance,Self-employed,625,610,CIBIL 600–649,16.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Muthoot Housing Finance,Salaried,675,668,CIBIL below 700,13.55%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
Muthoot Housing Finance,Self-employed,675,668,CIBIL below 700,14.95%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
Muthoot Housing Finance,Salaried,725,723,CIBIL 700–749,12.50%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
Muthoot Housing Finance,Self-employed,725,723,CIBIL 700–749,13.75%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
Muthoot Housing Finance,Salaried,775,764,CIBIL 750–799,12.10%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
Muthoot Housing Finance,Self-employed,775,764,CIBIL 750–799,13.35%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
Muthoot Housing Finance,Salaried,825,832,CIBIL 800+,11.40%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
Muthoot Housing Finance,Self-employed,825,832,CIBIL 800+,12.65%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
Muthoot Housing Finance,Salaried,850,850,CIBIL 800+,11.25%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
Muthoot Housing Finance,Self-employed,850,850,CIBIL 800+,12.50%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
Aavas Financiers,Salaried,600,600,CIBIL 600–649,14.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Aavas Financiers,Self-employed,600,600,CIBIL 600–649,14.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Aavas Financiers,Salaried,625,610,CIBIL 600–649,14.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Aavas Financiers,Self-employed,625,610,CIBIL 600–649,14.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Aavas Financiers,Salaried,675,668,CIBIL below 700,12.35%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
Aavas Financiers,Self-employed,675,668,CIBIL below 700,12.85%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
Aavas Financiers,Salaried,725,723,CIBIL 700–749,10.90%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
Aavas Financiers,Self-employed,725,723,CIBIL 700–749,11.40%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
Aavas Financiers,Salaried,775,764,CIBIL 750–799,10.30%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
Aavas Financiers,Self-employed,775,764,CIBIL 750–799,10.80%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
Aavas Financiers,Salaried,825,832,CIBIL 800+,9.25%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
Aavas Financiers,Self-employed,825,832,CIBIL 800+,9.75%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
Aavas Financiers,Salaried,850,850,CIBIL 800+,9.00%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
Aavas Financiers,Self-employed,850,850,CIBIL 800+,9.50%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
Hinduja Housing Finance,Salaried,600,600,CIBIL 600–649,15.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Hinduja Housing Finance,Self-employed,600,600,CIBIL 600–649,15.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Hinduja Housing Finance,Salaried,625,610,CIBIL 600–649,15.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Hinduja Housing Finance,Self-employed,625,610,CIBIL 600–649,15.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Hinduja Housing Finance,Salaried,675,668,CIBIL below 700,13.35%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
Hinduja Housing Finance,Self-employed,675,668,CIBIL below 700,13.85%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
Hinduja Housing Finance,Salaried,725,723,CIBIL 700–749,11.90%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
Hinduja Housing Finance,Self-employed,725,723,CIBIL 700–749,12.40%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
Hinduja Housing Finance,Salaried,775,764,CIBIL 750–799,11.30%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
Hinduja Housing Finance,Self-employed,775,764,CIBIL 750–799,11.80%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
Hinduja Housing Finance,Salaried,825,832,CIBIL 800+,10.25%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
Hinduja Housing Finance,Self-employed,825,832,CIBIL 800+,10.75%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
Hinduja Housing Finance,Salaried,850,850,CIBIL 800+,10.00%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
Hinduja Housing Finance,Self-employed,850,850,CIBIL 800+,10.50%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
Home First Finance,Salaried,600,600,CIBIL 600–649,15.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Home First Finance,Self-employed,600,600,CIBIL 600–649,15.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Home First Finance,Salaried,625,610,CIBIL 600–649,15.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Home First Finance,Self-employed,625,610,CIBIL 600–649,15.50%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Home First Finance,Salaried,675,668,CIBIL below 700,13.55%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
Home First Finance,Self-employed,675,668,CIBIL below 700,14.05%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
Home First Finance,Salaried,725,723,CIBIL 700–749,12.40%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
Home First Finance,Self-employed,725,723,CIBIL 700–749,12.90%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
Home First Finance,Salaried,775,764,CIBIL 750–799,11.85%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
Home First Finance,Self-employed,775,764,CIBIL 750–799,12.35%,Bajaj Housing Finance,8.15%,LIC Housing Finance,8.25%,AU Small Finance Bank,9.20%
Home First Finance,Salaried,825,832,CIBIL 800+,11.15%,LIC Housing Finance,7.25%,Bajaj Housing Finance,7.35%,AU Small Finance Bank,8.35%
Home First Finance,Self-employed,825,832,CIBIL 800+,11.65%,Bajaj Housing Finance,7.50%,LIC Housing Finance,7.60%,AU Small Finance Bank,8.60%
Home First Finance,Salaried,850,850,CIBIL 800+,11.00%,LIC Housing Finance,7.15%,Bajaj Housing Finance,7.25%,AU Small Finance Bank,8.25%
Home First Finance,Self-employed,850,850,CIBIL 800+,11.50%,Bajaj Housing Finance,7.35%,LIC Housing Finance,7.50%,AU Small Finance Bank,8.50%
Aadhar Housing Finance,Salaried,600,600,CIBIL 600–649,16.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Aadhar Housing Finance,Self-employed,600,600,CIBIL 600–649,17.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Aadhar Housing Finance,Salaried,625,610,CIBIL 600–649,16.00%,LIC Housing Finance,10.50%,AU Small Finance Bank,10.60%,Bajaj Housing Finance,11.00%
Aadhar Housing Finance,Self-employed,625,610,CIBIL 600–649,17.00%,AU Small Finance Bank,10.85%,Tata Capital,11.00%,Bajaj Housing Finance,12.00%
Aadhar Housing Finance,Salaried,675,668,CIBIL below 700,14.45%,LIC Housing Finance,9.15%,Bajaj Housing Finance,9.55%,AU Small Finance Bank,9.70%
Aadhar Housing Finance,Self-employed,675,668,CIBIL below 700,15.30%,Tata Capital,9.70%,AU Small Finance Bank,9.95%,LIC Housing Finance,10.25%
Aadhar Housing Finance,Salaried,725,723,CIBIL 700–749,13.15%,LIC Housing Finance,8.25%,Bajaj Housing Finance,8.45%,AU Small Finance Bank,9.25%
Aadhar Housing Finance,Self-employed,725,723,CIBIL 700–749,13.65%,Bajaj Housing Finance,8.65%,LIC Housing Finance,8.65%,AU Small Finance Bank,9.50%
Aadhar Housing Finance,Salaried,775,764,CIBIL 750–799,12.60%,LIC Housing Finance,7.85%,Bajaj Housing Finance,7.95%,AU Small Finance Bank,8.95%
